User_ID,Scenario_ID,AC_Label,D_total,P_human,Risk,Subj,Info,Lit,Trust_Norm,Scenario_Type
1,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,5,1.0,0.666667,0.0,0.0,1.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,7,1.0,0.444444,0.0,0.0,1.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,11,1.0,0.555556,1.0,1.0,0.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
1,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.75,0.625,SYNTHETIC_DEMO_NOT_REAL
2,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,1,1.0,0.416667,0.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
2,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
3,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,2,1.0,0.333333,1.0,0.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,4,1.0,0.666667,0.0,0.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,5,1.0,0.666667,0.0,0.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,13,1.0,0.333333,0.0,1.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
3,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
4,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
4,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.75,0.75,SYNTHETIC_DEMO_NOT_REAL
5,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,1,1.0,0.416667,1.0,0.0,0.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,4,1.0,0.666667,0.0,0.0,1.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,5,1.0,0.666667,0.0,0.0,1.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
5,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.75,0.125,SYNTHETIC_DEMO_NOT_REAL
6,0,1.0,0.222222,0.0,0.0,0.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,1,1.0,0.416667,0.0,0.0,0.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,2,1.0,0.333333,0.0,0.0,0.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,3,1.0,0.364583,0.0,0.0,0.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,4,1.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,5,1.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,6,1.0,0.666667,0.0,0.0,1.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,7,1.0,0.444444,0.0,0.0,1.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,8,1.0,0.277778,0.0,1.0,0.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,9,1.0,0.666667,0.0,1.0,0.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,10,1.0,0.166667,1.0,1.0,0.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,11,1.0,0.555556,1.0,1.0,0.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,12,1.0,0.666667,1.0,1.0,1.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,13,1.0,0.333333,1.0,1.0,1.0,0.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,14,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
6,15,1.0,0.583333,1.0,1.0,1.0,1.0,1.0,0.875,SYNTHETIC_DEMO_NOT_REAL
7,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,1,1.0,0.416667,0.0,0.0,0.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
7,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.625,SYNTHETIC_DEMO_NOT_REAL
8,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,11,1.0,0.555556,1.0,1.0,0.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
8,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.75,0.5,SYNTHETIC_DEMO_NOT_REAL
9,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,4,1.0,0.666667,0.0,0.0,1.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,5,1.0,0.666667,0.0,0.0,1.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,7,1.0,0.444444,0.0,0.0,1.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,8,1.0,0.277778,0.0,1.0,0.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
9,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.0,0.125,SYNTHETIC_DEMO_NOT_REAL
10,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,1,1.0,0.416667,1.0,0.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,11,1.0,0.555556,1.0,1.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,14,1.0,0.333333,0.0,1.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
10,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
11,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,1,1.0,0.416667,0.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,5,1.0,0.666667,0.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,6,1.0,0.666667,1.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,7,1.0,0.444444,0.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,11,1.0,0.555556,1.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
11,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,1,1.0,0.416667,0.0,0.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,7,1.0,0.444444,0.0,0.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,8,1.0,0.277778,0.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,10,1.0,0.166667,1.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
12,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.5,SYNTHETIC_DEMO_NOT_REAL
13,0,1.0,0.222222,0.0,0.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,3,1.0,0.364583,0.0,0.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,7,1.0,0.444444,0.0,0.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,8,1.0,0.277778,1.0,1.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,9,1.0,0.666667,0.0,1.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,11,1.0,0.555556,0.0,1.0,0.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
13,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
14,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,1,1.0,0.416667,0.0,0.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,2,1.0,0.333333,0.0,0.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,3,1.0,0.364583,1.0,0.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,4,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,5,1.0,0.666667,1.0,0.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,6,1.0,0.666667,0.0,0.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,7,1.0,0.444444,1.0,0.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,8,1.0,0.277778,0.0,1.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,9,1.0,0.666667,1.0,1.0,0.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,10,1.0,0.166667,0.0,1.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,11,1.0,0.555556,1.0,1.0,0.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,12,1.0,0.666667,1.0,1.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,13,1.0,0.333333,1.0,1.0,1.0,0.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,14,1.0,0.333333,1.0,1.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
14,15,1.0,0.583333,1.0,1.0,1.0,1.0,0.5,0.25,SYNTHETIC_DEMO_NOT_REAL
15,0,1.0,0.222222,1.0,0.0,0.0,0.0,0.5,0.75,SYNTHETIC_DEMO_NOT_REAL
